geom,document_bbls,certificate_doc_id,pluto20v1_geom_match,crfn,document_date,recorded_datetime,modified_date,reel_yr,reel_nbr,reel_pg
"MULTIPOLYGON(((-73.9398553099259 40.7520308524595,-73.9400620978578 40.7518056257476,-73.9400629251748 40.7518060647245,-73.9403665059515 40.7519674893954,-73.9401585183967 40.7521920793674,-73.9398553099259 40.7520308524595)),((-73.9395587510212 40.7518731591221,-73.9397655394663 40.7516479329375,-73.9400620978578 40.7518056257476,-73.9398553099259 40.7520308524595,-73.9395587510212 40.7518731591221)),((-73.9404232089772 40.7514082135864,-73.9404752057537 40.7513520669043,-73.9407842500149 40.7515163965398,-73.9407322545547 40.7515725433607,-73.9404232089772 40.7514082135864)),((-73.9402634584072 40.751580717324,-73.9402680418876 40.751575768719,-73.9403187718636 40.7515209893204,-73.9403694460487 40.7514662693036,-73.940678491763 40.7516305992207,-73.9405770878598 40.7517400989057,-73.940572504391 40.7517450475228,-73.9402634584072 40.751580717324)),((-73.9398182628288 40.7515905082149,-73.9398712599038 40.7515327855432,-73.9400253434708 40.7513649620287,-73.9401206443301 40.7512611625555,-73.9404921255187 40.7513337962753,-73.9404752057537 40.7513520669043,-73.9404232089772 40.7514082135864,-73.9403694460487 40.7514662693036,-73.9403187718636 40.7515209893204,-73.9402680418876 40.751575768719,-73.9402634584072 40.751580717324,-73.9402150111953 40.7516330313968,-73.9401637938963 40.7516883372918,-73.9401700751013 40.7516916778296,-73.9401159537673 40.7517488021169,-73.9398182628288 40.7515905082149)))",4004140018;4004140016;4004140015;4004140121;4004140035;4004140011;4004140013;4004140041,2013022500925001,partial,2013000104837,2013-01-30 00:00:00+00,2013-03-15 00:00:00+00,2013-03-15 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9398182628288 40.7515905082149,-73.9398712599038 40.7515327855432,-73.9400253434708 40.7513649620287,-73.9401206443301 40.7512611625555,-73.9404921255187 40.7513337962753,-73.9404752057537 40.7513520669043,-73.9404232089772 40.7514082135864,-73.9403694460487 40.7514662693036,-73.9403187718636 40.7515209893204,-73.9402680418876 40.751575768719,-73.9402634584072 40.751580717324,-73.9402150111953 40.7516330313968,-73.9401637938963 40.7516883372918,-73.9401700751013 40.7516916778296,-73.9401159537673 40.7517488021169,-73.9398182628288 40.7515905082149)),((-73.9402634584072 40.751580717324,-73.9402680418876 40.751575768719,-73.9403187718636 40.7515209893204,-73.9403694460487 40.7514662693036,-73.940678491763 40.7516305992207,-73.9405770878598 40.7517400989057,-73.940572504391 40.7517450475228,-73.9402634584072 40.751580717324)),((-73.9398553099259 40.7520308524595,-73.9400620978578 40.7518056257476,-73.9400629251748 40.7518060647245,-73.9403665059515 40.7519674893954,-73.9401585183967 40.7521920793674,-73.9398553099259 40.7520308524595)),((-73.9395587510212 40.7518731591221,-73.9397655394663 40.7516479329375,-73.9400620978578 40.7518056257476,-73.9398553099259 40.7520308524595,-73.9395587510212 40.7518731591221)),((-73.9404232089772 40.7514082135864,-73.9404752057537 40.7513520669043,-73.9407842500149 40.7515163965398,-73.9407322545547 40.7515725433607,-73.9404232089772 40.7514082135864)))",4004140041;4004140013;4004140121;4004140035;4004140011;4004140015;4004140018;4004140016,2013022500988001,partial,2013000104816,2013-01-30 00:00:00+00,2013-03-15 00:00:00+00,2013-03-15 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9912942876794 40.7707351748365,-73.9914873492984 40.7704700693981,-73.9919685910469 40.7706733997619,-73.9922831774505 40.7708063130251,-73.9920901180249 40.7710714197836,-73.9917755295698 40.770938505098,-73.9912942876794 40.7707351748365)),((-73.9912942876794 40.7707351748365,-73.9917755295698 40.770938505098,-73.9920901180249 40.7710714197836,-73.9919076185014 40.7713220243471,-73.9911117860828 40.7709857772516,-73.9912942876794 40.7707351748365)))",1011050043;1011050001;1011050005;1011050014;1011050019;1011050029;1011050036,2013022501322023,partial,2013000099451,2012-12-11 00:00:00+00,2013-03-12 00:00:00+00,2013-03-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9893689992465 40.7462796579582,-73.9895483020851 40.7460362422559,-73.9896129188779 40.7460635262437,-73.989614288716 40.7460641053929,-73.9896760249933 40.7460901725012,-73.9894967236603 40.7463335884006,-73.9894336185699 40.7463069429464,-73.9893689992465 40.7462796579582)))",1008300073;1008300072,2013022601290001,partial,2013000101011,2013-01-22 00:00:00+00,2013-03-13 00:00:00+00,2013-03-13 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9852678887519 40.7503350151865,-73.9854486901882 40.7500876998011,-73.9854914562575 40.7501054019391,-73.9854954498897 40.7501070548705,-73.9855486458469 40.7501290735247,-73.9856001948948 40.7501504021607,-73.9856526899897 40.7501721406217,-73.9854718890817 40.7504194554239,-73.9854193938507 40.7503977177818,-73.9853678446693 40.7503763890655,-73.9853146485744 40.7503543703287,-73.9852678887519 40.7503350151865)),((-73.985200363936 40.7503070656321,-73.9853811655472 40.7500597503517,-73.9854486901882 40.7500876998011,-73.9852678887519 40.7503350151865,-73.985200363936 40.7503070656321)))",1008370067;1008370066,2013022700124001,all,2013000100185,2012-10-01 00:00:00+00,2013-03-12 00:00:00+00,2013-03-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.993702379103 40.7535641602742,-73.9938808603324 40.753320948755,-73.9939933456649 40.7533688273508,-73.9940515108109 40.7533935843657,-73.9938730311941 40.7536367952464,-73.9938148670862 40.7536120390428,-73.993702379103 40.7535641602742)))",1007590026;1007590027,2013030100378002,partial,2013000096639,2013-02-07 00:00:00+00,2013-03-08 00:00:00+00,2013-03-08 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9904124713077 40.6822195075716,-73.990442350673 40.6821750255611,-73.990642315059 40.6822524429849,-73.9906124369754 40.6822969241465,-73.9904124713077 40.6822195075716)),((-73.9903477465744 40.6821944489575,-73.9904795805079 40.6819981811826,-73.9905443051002 40.6820232397231,-73.9905098589143 40.6820745229675,-73.9904760338303 40.6821248778226,-73.990442350673 40.6821750255611,-73.9904124713077 40.6822195075716,-73.9903477465744 40.6821944489575)))",3004160004;3004160072,2013030600807003,all,2013000103133,2013-02-26 00:00:00+00,2013-03-14 00:00:00+00,2013-03-14 00:00:00+00,0,0,0
"MULTIPOLYGON(((-74.0070751457065 40.6269187753761,-74.0070960044853 40.6268987411271,-74.0071168100707 40.6268787582071,-74.0073998824055 40.6270494716855,-74.0073582192864 40.6270894889563,-74.0070751457065 40.6269187753761)),((-74.0070751457065 40.6269187753761,-74.0070960044853 40.6268987411271,-74.0071168100707 40.6268787582071,-74.0073998824055 40.6270494716855,-74.0073582192864 40.6270894889563,-74.0070751457065 40.6269187753761)))",3057660007;3057660007,2013030801418002,all,2013000111517,2013-03-05 00:00:00+00,2013-03-19 00:00:00+00,2013-03-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8783085284684 40.8418456135489,-73.8783578022161 40.8417488345221,-73.8782455291905 40.8417158669503,-73.8781687192861 40.8416240021111,-73.8782792976022 40.8414211340303,-73.8786576290911 40.8415351236537,-73.8784470399796 40.8418862863221,-73.8783085284684 40.8418456135489)),((-73.8780163061943 40.8414414622022,-73.8780611885979 40.8413554179413,-73.8782358762831 40.8414080508501,-73.8781905552338 40.8414948052044,-73.8780163061943 40.8414414622022)))",2031400001;2031400032,2013031100147001,all,2013000118022,2012-05-10 00:00:00+00,2013-03-22 00:00:00+00,2013-03-22 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.7453938729804 40.5969665163258,-73.7453947140914 40.5969082802501,-73.7457547214101 40.5969114735974,-73.745753913909 40.5969640679519,-73.7457538262692 40.5969697095555,-73.7453938729804 40.5969665163258)),((-73.7453955470106 40.596850643006,-73.7453963714084 40.5967936910432,-73.7457564808828 40.5967968864137,-73.7457556059961 40.5968538373662,-73.7453955470106 40.596850643006)),((-73.7454013222227 40.5964511201673,-73.7454025146023 40.5963686093769,-73.745710516889 40.5963444773356,-73.7457474119139 40.5963415872343,-73.7457456824961 40.5964541753209,-73.7454013222227 40.5964511201673)),((-73.7454004881321 40.5965087574111,-73.7454013222227 40.5964511201673,-73.7457456824961 40.5964541753209,-73.7457447967255 40.5965118115516,-73.7454004881321 40.5965087574111)),((-73.7453984305954 40.5966511638947,-73.7453996422577 40.596567315867,-73.7457438968096 40.5965703698898,-73.7457428835878 40.5966363456125,-73.7457043621204 40.5966360037266,-73.745704290005 40.5966406700946,-73.7457040873122 40.5966538758652,-73.7453984305954 40.5966511638947)),((-73.7453972298952 40.5967343050328,-73.7453984305954 40.5966511638947,-73.7457040873122 40.5966538758652,-73.745704290005 40.5966406700946,-73.7457588731164 40.5966411537783,-73.7457577188599 40.596716248819,-73.7457573933963 40.5967374996204,-73.7453972298952 40.5967343050328)),((-73.7459303839574 40.5966380084373,-73.7459351615975 40.5963268763335,-73.7460098591852 40.5963210232371,-73.7460049815051 40.5966386695299,-73.7459303839574 40.5966380084373)),((-73.7453963714084 40.5967936910432,-73.7453972298952 40.5967343050328,-73.7457573933963 40.5967374996204,-73.7457564808828 40.5967968864137,-73.7453963714084 40.5967936910432)),((-73.7453996422577 40.596567315867,-73.7454004881321 40.5965087574111,-73.7457447967255 40.5965118115516,-73.7457438968096 40.5965703698898,-73.7453996422577 40.596567315867)),((-73.745852704269 40.5966373197678,-73.7458573772997 40.5963329711004,-73.7459351615975 40.5963268763335,-73.7459303839574 40.5966380084373,-73.745852704269 40.5966373197678)),((-73.7457589452281 40.5966364874102,-73.7457428835878 40.5966363456125,-73.7457438968096 40.5965703698898,-73.7457447967255 40.5965118115516,-73.7457456824961 40.5964541753209,-73.7457474119139 40.5963415872343,-73.7458573772997 40.5963329711004,-73.745852704269 40.5966373197678,-73.7457589452281 40.5966364874102)),((-73.7460049815051 40.5966386695299,-73.7460098591852 40.5963210232371,-73.7461401633668 40.5963108137264,-73.7461351119697 40.5966398233819,-73.7460049815051 40.5966386695299)),((-73.7453947140914 40.5969082802501,-73.7453955470106 40.596850643006,-73.7457556059961 40.5968538373662,-73.7457551675705 40.5968824155001,-73.7457547214101 40.5969114735974,-73.7453947140914 40.5969082802501)))",4156180014;4156180016;4156180024;4156180022;4156180020;4156180018;4156180031;4156180017;4156180021;4156180030;4156180028;4156180032;4156180015,2013031101071001,all,2013000117219,2013-03-08 00:00:00+00,2013-03-21 00:00:00+00,2013-03-21 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9223970766461 40.6890805459697,-73.9226705863457 40.6890545413468,-73.9227250724161 40.6893264385211,-73.9224526743056 40.6893579992912,-73.9223970766461 40.6890805459697)))",3014800023;3014800055;3014800056,2013031400788001,partial,2013000111247,2013-03-13 00:00:00+00,2013-03-19 00:00:00+00,2013-03-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9493001435912 40.7177346030268,-73.9493453778386 40.7180091263409,-73.9492794062644 40.7180154188766,-73.9492470472005 40.7180185059729,-73.9491271379 40.718029943559,-73.9490059384088 40.7180415038187,-73.9490509861767 40.718315582303,-73.948502659668 40.7183657597023,-73.948426200615 40.71788677387,-73.9485501280303 40.7178061454115,-73.9489608156122 40.7177669723167,-73.9492342823598 40.7177408865803,-73.9493001435912 40.7177346030268)))",3027320030;3027320033;3027320027;3027320012,2013031400815001,partial,2013000135133,2013-03-06 00:00:00+00,2013-04-03 00:00:00+00,2013-04-03 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9255579768128 40.8274357203832,-73.9257181654294 40.827160518795,-73.9257238499499 40.8271508250204,-73.9258989349237 40.8268501775544,-73.9261844561525 40.8269462733505,-73.9262934128057 40.8269829445834,-73.9261160107449 40.8272876109681,-73.9257951681466 40.8271849970119,-73.9257950956918 40.8271851230347,-73.9256361033456 40.8274583300019,-73.9255579768128 40.8274357203832)))",2024830034;2024830044,2013031501069002,partial,2013000135854,2013-03-15 00:00:00+00,2013-04-04 00:00:00+00,2013-04-04 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8681435128354 40.6659615240417,-73.8684976387733 40.6659097561492,-73.8685097045214 40.6659585806575,-73.8685172637882 40.6659891798558,-73.868163133896 40.6660409478041,-73.8681555747877 40.6660103476822,-73.8681435128354 40.6659615240417)),((-73.868163133896 40.6660409478041,-73.8685172637882 40.6659891798558,-73.8685369216648 40.6660687548826,-73.8681827937306 40.6661205228936,-73.868163133896 40.6660409478041)))",3045070041;3045070042,2013031800844002,all,2013000108748,2013-03-18 00:00:00+00,2013-03-18 00:00:00+00,2013-03-18 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9844620123754 40.691770488367,-73.9847366008415 40.6917803668202,-73.984826578566 40.6917836043564,-73.9848292327546 40.6917291452796,-73.9848319511235 40.6916733723622,-73.9848348430317 40.6916140118233,-73.9848399469306 40.6915093143443,-73.984845687913 40.6913915180843,-73.9852143407445 40.6914047801679,-73.9852082904514 40.6915225646996,-73.9851998649152 40.6916866073787,-73.9851969989707 40.6917423757831,-73.9851942019315 40.6917968294468,-73.9851906872092 40.6918652535769,-73.9851796617701 40.6920798975398,-73.9850292490346 40.6920744867001,-73.9849525366323 40.6920717274292,-73.9848860695917 40.6920693359618,-73.9848127798124 40.6920666986163,-73.9847228017061 40.6920634628705,-73.9844482132598 40.6920535825839,-73.9844620123754 40.691770488367)))",3001450022;3001450016;3001450014;3001450021;3001450013;3001450010;3001450008;3001450018;3001450019;3001450020;3001450015,2013032100408001,partial,2013000123577,2012-12-10 00:00:00+00,2013-03-26 00:00:00+00,2013-03-26 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.787954837763 40.7055736487324,-73.7881027662157 40.7055377420919,-73.7881290355203 40.7056033847929,-73.787981106939 40.7056392905664,-73.787954837763 40.7055736487324)))",4102190009;4102190007,2013032100575002,partial,2013000145862,2013-03-14 00:00:00+00,2013-04-12 00:00:00+00,2013-04-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.787954837763 40.7055736487324,-73.7881027662157 40.7055377420919,-73.7881290355203 40.7056033847929,-73.787981106939 40.7056392905664,-73.787954837763 40.7055736487324)))",4102190007;4102190009,2013032100575004,partial,2013000145864,2013-03-14 00:00:00+00,2013-04-12 00:00:00+00,2013-04-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.787954837763 40.7055736487324,-73.7881027662157 40.7055377420919,-73.7881290355203 40.7056033847929,-73.787981106939 40.7056392905664,-73.787954837763 40.7055736487324)))",4102190009;4102190007,2013032100575006,partial,2013000145866,2013-03-14 00:00:00+00,2013-04-12 00:00:00+00,2013-04-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.907577769184 40.8272400086174,-73.9076029709287 40.8271736892959,-73.9076284212989 40.8271067137061,-73.9079966368375 40.8272257096009,-73.9081629984001 40.8272792325942,-73.908249766311 40.8273065956842,-73.9082488856813 40.8273081825573,-73.9082144055117 40.8273703838709,-73.9081793904836 40.8274335464769,-73.907577769184 40.8272400086174)))",2023700035;2023700036,2013032800680001,partial,2013000137203,2013-03-01 00:00:00+00,2013-04-04 00:00:00+00,2013-04-04 00:00:00+00,0,0,0
,3009351203;3009351202;3009351201,2013040100085002,none,2013000140030,2013-03-21 00:00:00+00,2013-04-08 00:00:00+00,2013-04-08 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.98765402189 40.5933329429845,-73.9876553593894 40.5933316580821,-73.9874409563906 40.5932022675352,-73.9874879402181 40.5931571051346,-73.9877626903765 40.5933232010452,-73.9877145475323 40.5933694692755,-73.98765402189 40.5933329429845)),((-73.9874879402181 40.5931571051346,-73.9875079140854 40.5931379063589,-73.9875635561036 40.5930844204346,-73.9877696965095 40.5932088227795,-73.9877498311524 40.5932292517263,-73.9878177805671 40.5932702570547,-73.9877639817938 40.5933219602622,-73.9877626903765 40.5933232010452,-73.9874879402181 40.5931571051346)))",3068820077;3068820079,2013040300208001,all,2013000184821,2013-04-02 00:00:00+00,2013-05-08 00:00:00+00,2013-05-08 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8426927162013 40.7197949952682,-73.8428619752544 40.7195253233856,-73.8429096200326 40.7195442541144,-73.8429643607746 40.7195660040973,-73.8430129456672 40.7195853079765,-73.8428463542079 40.7198507315057,-73.8427969114062 40.7198327951626,-73.8427412046245 40.7198125845562,-73.8426927162013 40.7197949952682)))",4032570027;4032570028;4032570029,2013040500658001,partial,2013000155519,2013-04-04 00:00:00+00,2013-04-18 00:00:00+00,2013-04-18 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9964356912403 40.7159699892176,-73.9967648821424 40.7160858666857,-73.9967279775174 40.7161474128126,-73.9968130723511 40.7161773508597,-73.9967326064379 40.7163115435307,-73.9963183198049 40.7161657132158,-73.9964356912403 40.7159699892176)),((-73.9969142708448 40.7161384263624,-73.9967648821424 40.7160858666857,-73.9964356912403 40.7159699892176,-73.9965476754268 40.7157832484233,-73.997218423144 40.7160193020174,-73.9971031681012 40.7162048673097,-73.9969142708448 40.7161384263624)))",1002020018;1002020023,2013040800754001,all,2013000151181,2013-04-08 00:00:00+00,2013-04-16 00:00:00+00,2013-04-16 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9495635246414 40.7839971373433,-73.9494879809684 40.7839652147948,-73.9496684796928 40.7837175900941,-73.949753495423 40.7837535157834,-73.9497049741076 40.7838200813077,-73.9497112865787 40.7838227486466,-73.9496672231111 40.7838831971912,-73.9496241581228 40.783942278293,-73.9495793094011 40.7840038070615,-73.9495635246414 40.7839971373433)))",1015400005;1015400004,2013040801604002,partial,2013000161304,2013-03-29 00:00:00+00,2013-04-23 00:00:00+00,2013-04-23 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8372523268122 40.6981055945457,-73.8375960227111 40.698006217549,-73.8376439155499 40.6981024428888,-73.8373002204118 40.6982018191284,-73.8372523268122 40.6981055945457)),((-73.8373293037332 40.6982602540577,-73.8373002204118 40.6982018191284,-73.8376439155499 40.6981024428888,-73.8376766691753 40.6981682482109,-73.8373329725636 40.6982676245458,-73.8373293037332 40.6982602540577)))",4092250049;4092250051,2013041000504001,all,2013000218759,2013-04-04 00:00:00+00,2013-06-03 00:00:00+00,2013-06-03 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9970593204897 40.7428404916538,-73.9968316935125 40.74274459424,-73.9969063314291 40.7426409947507,-73.9971383956209 40.7427387552775,-73.9970619062488 40.7428415813331,-73.9970593204897 40.7428404916538)),((-73.9970096756322 40.7429083075488,-73.9970593204897 40.7428404916538,-73.9970619062488 40.7428415813331,-73.9971383956209 40.7427387552775,-73.9972027755351 40.7427658765248,-73.9970852144572 40.7429401288957,-73.9970096756322 40.7429083075488)))",1007700041;1007700044,2013041700567001,all,2013000188761,2012-09-20 00:00:00+00,2013-05-09 00:00:00+00,2013-05-09 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8657205195312 40.8330907549359,-73.866091303996 40.8330543017586,-73.8660918530307 40.8330542474658,-73.8661034498096 40.8331222978555,-73.8657319368772 40.833158823164,-73.8657205195312 40.8330907549359)),((-73.8660918530307 40.8330542474658,-73.8662133377949 40.8330423038091,-73.8664501527997 40.8330190204215,-73.866461827018 40.8330870627603,-73.8662459094773 40.8331082911659,-73.8661213687393 40.833120535677,-73.8661034498096 40.8331222978555,-73.8660918530307 40.8330542474658)))",2038770058;2038770022,2013041900227001,all,2013000176717,2013-04-19 00:00:00+00,2013-05-02 00:00:00+00,2013-05-02 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8363222595253 40.8753308506098,-73.8364790695403 40.8752831993001,-73.8365211674267 40.8753630188726,-73.8363769077827 40.8754076822012,-73.8363222595253 40.8753308506098)),((-73.8362721181243 40.8752603495212,-73.8364400950401 40.8752093048542,-73.8364406299568 40.8752103186627,-73.836441388047 40.8752117569179,-73.8364790695403 40.8752831993001,-73.8363222595253 40.8753308506098,-73.8362743371802 40.8752634764665,-73.8362721181243 40.8752603495212)))",2047790159;2047790158,2013042400560001,all,2013000171951,2013-04-24 00:00:00+00,2013-04-30 00:00:00+00,2013-04-30 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8089503646276 40.7213601547258,-73.808897074157 40.7210857010774,-73.8092245362906 40.7210494681456,-73.8092589173597 40.7211619377887,-73.8093258393695 40.7213355709396,-73.809421662696 40.7215841960727,-73.8090027947208 40.7216301826976,-73.8089503646276 40.7213601547258)))",4068300001;4068300006,2013042500765002,partial,2013000205457,2013-04-16 00:00:00+00,2013-05-22 00:00:00+00,2013-05-22 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9030476274877 40.8296525337342,-73.9029933956056 40.8296168429204,-73.9029337807543 40.8295776086034,-73.9026533197783 40.8293926670908,-73.902846082626 40.8292246585243,-73.9031172500987 40.829403119906,-73.9032480135203 40.8292893035099,-73.903432929191 40.8294110325823,-73.9034045855603 40.8294357013291,-73.9033521726934 40.8294813215369,-73.9031090119035 40.8296929644358,-73.9030476274877 40.8296525337342)),((-73.9032480135203 40.8292893035099,-73.9029767431184 40.8291107757089,-73.9033846325838 40.8287552621564,-73.9038411378417 40.8290557293172,-73.9036364369958 40.8292338997697,-73.9035173237224 40.8293375759699,-73.903432929191 40.8294110325823,-73.9032480135203 40.8292893035099)))",2026140038;2026140043,2013042501502001,all,2013000199253,2013-02-26 00:00:00+00,2013-05-15 00:00:00+00,2013-05-15 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9201594404396 40.6695649517104,-73.9201606313824 40.6697447819481,-73.9202348968719 40.6697485318818,-73.9203331770882 40.6697539382393,-73.9203367893353 40.6698120753407,-73.9203406893313 40.6698748701087,-73.9200084534639 40.6698572389152,-73.9200147111871 40.6697949825026,-73.9200205056622 40.6697373454134,-73.9200325518562 40.6696174915272,-73.9200936414754 40.6695921970606,-73.9201594404396 40.6695649517104)),((-73.914914379014 40.6764018772702,-73.9149401206235 40.6761233804676,-73.9149514367922 40.676124009288,-73.9150373050957 40.6761287752196,-73.9151199020324 40.6761333612723,-73.9152996834939 40.6761433426967,-73.9152739433782 40.6764218395791,-73.9150941623514 40.6764118590163,-73.914914379014 40.6764018772702)))",3014730034;3014330023,2013042901235003,all,2013000190048,2013-04-12 00:00:00+00,2013-05-09 00:00:00+00,2013-05-09 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.7900925226258 40.7066665052408,-73.7900848085046 40.7066405563731,-73.7900687690761 40.7065865953445,-73.7900532366835 40.7065343408114,-73.7900362640526 40.7064772478889,-73.7900218522957 40.7064287604436,-73.7900048610009 40.7063715990425,-73.7899323377625 40.7061276102379,-73.7900148873308 40.7061075290112,-73.7901969895647 40.706063227993,-73.7902455780647 40.7061990284989,-73.7903883543244 40.7061680524561,-73.7904293104204 40.706282518415,-73.790509403709 40.7062593372956,-73.7905331676778 40.7062524600928,-73.7905818148718 40.7062383799217,-73.7906435142149 40.7062205214999,-73.7907175123971 40.7061991049635,-73.7907926013727 40.70617737158,-73.7908145407099 40.7062281509099,-73.7908386405532 40.7062839257098,-73.7908596647946 40.7063325853587,-73.7908844684245 40.7063899877549,-73.7910033861384 40.706665204462,-73.7907111164008 40.7067497963077,-73.7906072596322 40.7067798547907,-73.7904678370483 40.7068202070563,-73.7903671377199 40.7068493525461,-73.7902899644551 40.7068716879003,-73.7901643210531 40.7069080513108,-73.7900925226258 40.7066665052408)))",4102100022;4102100031;4102100026;4102100027;4102100029;4102100030,2013042901296001,partial,2013000182101,2013-04-29 00:00:00+00,2013-05-07 00:00:00+00,2013-05-07 00:00:00+00,0,0,0
,2046470079;2046470074,2013050700391001,none,2013000193404,2013-05-03 00:00:00+00,2013-05-13 00:00:00+00,2013-05-13 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9566805617027 40.5997601320887,-73.9570405361445 40.5997213637463,-73.9570516264645 40.5997799144549,-73.9570555461721 40.5998006072228,-73.9566956776486 40.5998393648458,-73.9566917308753 40.599818674757,-73.9566805617027 40.5997601320887)))",3073190026;3073190024;3073190028,2013050800540003,partial,2013000195879,2013-05-07 00:00:00+00,2013-05-13 00:00:00+00,2013-05-13 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9894575713337 40.7702824798076,-73.9896290900109 40.7700480961623,-73.9897913495459 40.7701164822684,-73.9899574432796 40.770186484883,-73.9897878014777 40.7704216598203,-73.9896217073356 40.7703516578642,-73.9894575713337 40.7702824798076)))",1010860050;1010860048,2013050900982001,partial,2013000192430,2013-05-09 00:00:00+00,2013-05-10 00:00:00+00,2013-05-10 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9241002876344 40.5893652708805,-73.9242217681041 40.5892882356269,-73.9243147229196 40.5893721014127,-73.9241932412234 40.5894491367632,-73.9241002876344 40.5893652708805)),((-73.9241932412234 40.5894491367632,-73.9243147229196 40.5893721014127,-73.9244100534144 40.5894581119314,-73.9242885728529 40.5895351473828,-73.9241932412234 40.5894491367632)))",3089140472;3089140474,2013051300158002,all,2013000203925,2013-05-08 00:00:00+00,2013-05-21 00:00:00+00,2013-05-21 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.924430820744 40.7682190832339,-73.9246351996358 40.7679670976176,-73.9245770492136 40.7679398211226,-73.9245243170667 40.7679150857677,-73.9244673102787 40.7678883466665,-73.9244247221334 40.7678683698749,-73.9246206397102 40.7676268137617,-73.9252814640924 40.767937827123,-73.925022406718 40.7684965718835,-73.924430820744 40.7682190832339)),((-73.9241526864908 40.7680886200689,-73.9243570660335 40.7678366358417,-73.9244101804231 40.7678615489235,-73.9242058021883 40.7681135341453,-73.9241526864908 40.7680886200689)),((-73.9242058021883 40.7681135341453,-73.9244101804231 40.7678615489235,-73.9244247221334 40.7678683698749,-73.9244673102787 40.7678883466665,-73.9242629309934 40.7681403319879,-73.9242058021883 40.7681135341453)),((-73.9244101804231 40.7678615489235,-73.9243570660335 40.7678366358417,-73.9242403762269 40.7677818985814,-73.9244364661974 40.7675401321734,-73.9246206397102 40.7676268137617,-73.9244247221334 40.7678683698749,-73.9244101804231 40.7678615489235)))",4005760012;4005760035;4005760034;4005760009,2013051301103001,all,2013000203975,2013-05-13 00:00:00+00,2013-05-21 00:00:00+00,2013-05-21 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8185700592354 40.7604690759526,-73.8186551725569 40.7604462677594,-73.8187539020862 40.760419811362,-73.8189065539185 40.7607499618904,-73.8188078227738 40.7607764193159,-73.8187227102693 40.7607992267222,-73.8185700592354 40.7604690759526)))",4050500056;4050500055,2013051301277002,partial,2013000207293,2013-05-13 00:00:00+00,2013-05-23 00:00:00+00,2013-05-23 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9526236163553 40.7908156847473,-73.952430596969 40.7910790043654,-73.9524121002341 40.7911042395615,-73.9521712086503 40.7910022428065,-73.9520083557556 40.7912254875432,-73.9517719875049 40.791125888071,-73.9515381298538 40.7910273490571,-73.9519098283977 40.7905149163872,-73.9526236163553 40.7908156847473)),((-73.9524121002341 40.7911042395615,-73.952430596969 40.7910790043654,-73.9526236163553 40.7908156847473,-73.9529436765808 40.7909505469617,-73.9527506580694 40.7912138671103,-73.9527323488056 40.791238844891,-73.9527311932323 40.7912393459958,-73.9524121002341 40.7911042395615)))",1016070059;1016079059;1016070005;1016070003,2013051400315001,partial,2013000213827,2012-10-15 00:00:00+00,2013-05-29 00:00:00+00,2013-05-29 00:00:00+00,0,0,0
