geom,document_bbls,certificate_doc_id,pluto20v1_geom_match,crfn,document_date,recorded_datetime,modified_date,reel_yr,reel_nbr,reel_pg
"MULTIPOLYGON(((-73.9931196339379 40.6415582478192,-73.9934608477037 40.6417650717703,-73.9936087953724 40.6418547474015,-73.9933810034838 40.6420699115704,-73.9928416975016 40.6417445760196,-73.9931196339379 40.6415582478192)))",3055960041;3055960038;3055960039;3055960040;3055960036;3055960037,2017110100538001,partial,2017000406083,2017-10-16 00:00:00+00,2017-11-02 00:00:00+00,2017-11-02 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9945855942707 40.7444326023822,-73.9947349858658 40.7442272973834,-73.9948140876726 40.7442602982395,-73.9946646974313 40.7444656024396,-73.9945855942707 40.7444326023822)),((-73.9945031157058 40.7443981892144,-73.9946769207211 40.7441593298706,-73.9947594050002 40.7441937411144,-73.9947349858658 40.7442272973834,-73.9945855942707 40.7444326023822,-73.9945031157058 40.7443981892144)),((-73.9943423618962 40.7443311288011,-73.9945161708651 40.7440922669963,-73.9945949775971 40.7441251437196,-73.9946769207211 40.7441593298706,-73.9945031157058 40.7443981892144,-73.9943423618962 40.7443311288011)),((-73.9939465986588 40.7441660205865,-73.9941204086158 40.7439271593734,-73.994279077465 40.7439933537093,-73.9941052667201 40.7442322151596,-73.9939465986588 40.7441660205865)),((-73.9941052667201 40.7442322151596,-73.994279077465 40.7439933537093,-73.9943372795643 40.7440176351478,-73.9944046396173 40.7440457369517,-73.9945161708651 40.7440922669963,-73.9943423618962 40.7443311288011,-73.9941634701486 40.7442564975857,-73.9941052667201 40.7442322151596)))",1007999060;1007990064;1007990070;1007990069;1007990067;1007990060;1007990063,2017110200668001,partial,2017000409694,2017-10-30 00:00:00+00,2017-11-06 00:00:00+00,2017-11-06 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9779198592403 40.7452693180438,-73.9779521478974 40.7452251480766,-73.9779640479492 40.745208862891,-73.9782310196144 40.7453209600944,-73.9781868310733 40.7453814153487,-73.9779198592403 40.7452693180438)),((-73.9778693396141 40.7451903771424,-73.9780709351128 40.7449145635054,-73.978153740791 40.7449493324946,-73.9780523066693 40.745088120905,-73.9780086144502 40.7451478918025,-73.9779640479492 40.745208862891,-73.9779521478974 40.7452251480766,-73.9778715806499 40.7451913195029,-73.9778693396141 40.7451903771424)),((-73.9779640479492 40.745208862891,-73.9780086144502 40.7451478918025,-73.9782755883141 40.745259988904,-73.9782310196144 40.7453209600944,-73.9779640479492 40.745208862891)),((-73.9780086144502 40.7451478918025,-73.9780523066693 40.745088120905,-73.9783192779988 40.7452002188062,-73.9782755883141 40.745259988904,-73.9780086144502 40.7451478918025)),((-73.9777988260315 40.7454405612258,-73.9778778102559 40.7453325039262,-73.9778746446228 40.7453311741704,-73.9779198592403 40.7452693180438,-73.9781868310733 40.7453814153487,-73.9781416166275 40.7454432724796,-73.9780626326996 40.7455513299583,-73.9777988260315 40.7454405612258)))",1009140061;1009140005;1009140004;1009140003;1009140059,2017110200768004,all,2017000412013,2017-10-27 00:00:00+00,2017-11-08 00:00:00+00,2017-11-08 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9133958932911 40.6941517926571,-73.9134161939335 40.6941311492585,-73.9136153684587 40.6939285988116,-73.9136826908184 40.6939670796264,-73.9134635834113 40.6941904945014,-73.9133958932911 40.6941517926571)),((-73.9134635834113 40.6941904945014,-73.9136826908184 40.6939670796264,-73.9137547812176 40.6940082853258,-73.9135356668086 40.6942317075356,-73.9134635834113 40.6941904945014)))",3033700006;3033700007,2017110201844001,all,2017000409302,2017-11-01 00:00:00+00,2017-11-03 00:00:00+00,2017-11-03 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8771697512652 40.708485801259,-73.8772166934787 40.7084746903936,-73.8772320910812 40.7084710453345,-73.8772897639996 40.7084573938323,-73.877348966472 40.7084433801241,-73.8774204955115 40.7086259378625,-73.8773040379672 40.7086546679958,-73.8772419206041 40.7086699933197,-73.8771697512652 40.708485801259)))",4037870019;4037870021,2017110300640002,partial,2017000421016,2017-11-02 00:00:00+00,2017-11-15 00:00:00+00,2017-11-15 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9364457404158 40.7677061620885,-73.938652569129 40.7669029030048,-73.9387652912113 40.7668618711732,-73.9405249854488 40.767502325467,-73.9404634342748 40.7675387820941,-73.9404912949708 40.7675510973703,-73.9404687543851 40.7675828338901,-73.9403574288431 40.767698939511,-73.940347684711 40.7677067733524,-73.9403224780243 40.7676934004239,-73.9400566821974 40.7678331088897,-73.9400292545782 40.7678422653477,-73.9400090214027 40.7678550680833,-73.9399809174392 40.7678721360042,-73.939978851294 40.7678740178814,-73.9396256456041 40.7680596685103,-73.9396174872197 40.7680636498647,-73.9396021410005 40.7680658291448,-73.9395841641967 40.7680666724968,-73.939574053938 40.7680666671949,-73.9395560794564 40.7680649513119,-73.9395381096736 40.7680606698932,-73.9393537818889 40.7681494059149,-73.9390545371301 40.7679801252937,-73.9390449937735 40.7679741418003,-73.9390191657042 40.7679604629876,-73.9390067956921 40.7679732679076,-73.9389910583348 40.76798350911,-73.9389798162435 40.7679920453358,-73.9389382245916 40.7680184999138,-73.9388943891829 40.7680415403774,-73.938852791574 40.7680731223899,-73.9388055699296 40.7681140936551,-73.9387358591952 40.768174702838,-73.9386965090865 40.7682079924433,-73.9386616510773 40.7682404325501,-73.9386312895197 40.7682711649845,-73.9385919270898 40.7683164141379,-73.9385266943128 40.7683949591117,-73.9384052240748 40.7685443715579,-73.9383647337463 40.7685921810616,-73.9383467401787 40.7686109622461,-73.9383287236375 40.7686276812618,-73.9382002335011 40.7686801342945,-73.9379787788549 40.7685572009965,-73.9364457404158 40.7677061620885)),((-73.9379197924136 40.768698659078,-73.9362698591175 40.76777017811,-73.9364457404158 40.7677061620885,-73.9379787788549 40.7685572009965,-73.9382002335011 40.7686801342945,-73.9381097634671 40.7687149181177,-73.9380994828283 40.7687158887409,-73.9380871252028 40.7687150284236,-73.9380742061597 40.7687128881874,-73.9380621340072 40.7687081828699,-73.938041083486 40.7686936500286,-73.9379995466816 40.7686603180513,-73.937979337138 40.7686457865517,-73.9379411613604 40.7686218495167,-73.9379153352477 40.7686073158809,-73.9378906315838 40.7685944892989,-73.9378648023059 40.7685833712607,-73.9378322399805 40.768565417462,-73.9377906231908 40.7686166435679,-73.9378040968707 40.7686234838644,-73.9378175713272 40.7686320324152,-73.9378389036768 40.7686465645491,-73.9378534998036 40.7686551137009,-73.9378714652473 40.7686653720228,-73.9379062697092 40.7686910155194,-73.9379174997045 40.7686970000153,-73.9379197924136 40.768698659078)))",4003130001;4003130101,2017110301292002,all,2017000419208,2017-11-01 00:00:00+00,2017-11-14 00:00:00+00,2017-11-14 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9959033104476 40.7495275083385,-73.9959212392126 40.7495022812983,-73.9959548609396 40.7494549707973,-73.9959890024882 40.7494067985201,-73.9959559173658 40.7493929412767,-73.9959928215894 40.7493411436575,-73.9960468444309 40.7492651112952,-73.9961352548654 40.7493021422043,-73.9959586359492 40.749550682114,-73.9959033104476 40.7495275083385)),((-73.9957855847289 40.7492543310793,-73.9958396018156 40.7491783078181,-73.9960468444309 40.7492651112952,-73.9959928215894 40.7493411436575,-73.9957855847289 40.7492543310793)))",1007530035;1007530036,2017110701449002,all,2017000412811,2017-11-07 00:00:00+00,2017-11-08 00:00:00+00,2017-11-08 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8856387713623 40.8058159510896,-73.8855685629328 40.8055455119636,-73.8859442900996 40.805487979512,-73.8861202626639 40.8061658249689,-73.8857444753614 40.806223111195,-73.8856387713623 40.8058159510896)),((-73.8857444753614 40.806223111195,-73.8861202626639 40.8061658249689,-73.8861903468152 40.8064357854415,-73.8858145616042 40.8064930718971,-73.8857444753614 40.806223111195)))",2027770186;2027770150,2017110800875003,all,2017000414759,2017-11-07 00:00:00+00,2017-11-09 00:00:00+00,2017-11-09 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9418926594011 40.7944828869706,-73.9420723639371 40.7942327851613,-73.9424232095328 40.7943804043486,-73.9422417075781 40.7946301167819,-73.9418926594011 40.7944828869706)),((-73.9421146422755 40.794173945207,-73.942158904076 40.7941123416964,-73.9425105167597 40.7942602842854,-73.9424658607592 40.7943217229411,-73.9421146422755 40.794173945207)),((-73.9420723639371 40.7942327851613,-73.9421146422755 40.794173945207,-73.9424658607592 40.7943217229411,-73.9424232095328 40.7943804043486,-73.9420723639371 40.7942327851613)),((-73.942158904076 40.7941123416964,-73.9422513683831 40.7939836525507,-73.9426038002388 40.7941319401603,-73.9425105167597 40.7942602842854,-73.942158904076 40.7941123416964)))",1016600045;1016600003;1016600004;1016600001,2017110801257001,all,2017000423658,2017-10-05 00:00:00+00,2017-11-16 00:00:00+00,2017-11-16 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9271404947751 40.6775552369419,-73.927144930126 40.6775002191891,-73.9271490909316 40.6774485637847,-73.9274002941725 40.6774615161796,-73.9273961323798 40.6775131697913,-73.927391698417 40.6775681884549,-73.9271404947751 40.6775552369419)))",3017090003;3017090002,2017110801288001,partial,2017000418259,2017-11-02 00:00:00+00,2017-11-14 00:00:00+00,2017-11-14 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.953824393474 40.6525596699301,-73.9539918476525 40.6525507561771,-73.954513152256 40.652523002463,-73.9547483374891 40.6525104807878,-73.9547829679396 40.6528525910494,-73.9538590180297 40.6529017804676,-73.953824393474 40.6525596699301)),((-73.9534793073482 40.653370691678,-73.9534722145801 40.6533006222589,-73.953743523687 40.6532861802331,-73.9537505474462 40.6533555733193,-73.9540581964229 40.6533391964388,-73.9541048004301 40.6537996369221,-73.9535661048454 40.6538318879541,-73.9535192133073 40.6533685672822,-73.9534793073482 40.653370691678)),((-73.953743523687 40.6532861802331,-73.953670820854 40.652567846105,-73.953824393474 40.6525596699301,-73.9538590180297 40.6529017804676,-73.9547829679396 40.6528525910494,-73.9548280755525 40.6532982081602,-73.9547787622532 40.6533008336015,-73.954694372119 40.6533053263905,-73.9546010794445 40.6533102937787,-73.9545111980727 40.6533150787349,-73.9544263160103 40.6533195981483,-73.9542419523586 40.6533294135292,-73.9540581964229 40.6533391964388,-73.9537505474462 40.6533555733193,-73.953743523687 40.6532861802331)),((-73.953399515835 40.6525822879609,-73.9534722145801 40.6533006222589,-73.9534793073482 40.653370691678,-73.953342673554 40.6533779638417,-73.9531988647173 40.6533856192457,-73.9528990749607 40.6534015756043,-73.9528192902669 40.6526131723881,-73.953399515835 40.6525822879609)))",3050840084;3050840042;3050840082;3050840061,2017111300439006,all,2017000422960,2017-10-23 00:00:00+00,2017-11-16 00:00:00+00,2017-11-16 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9068685070009 40.6741095264562,-73.9069269010418 40.6740840368912,-73.9070538508842 40.67425312125,-73.9069856013622 40.6742654833017,-73.9068685070009 40.6741095264562)),((-73.906745104313 40.6741633889894,-73.9068064050732 40.6741366330154,-73.9068950110917 40.6742546461666,-73.9068299525247 40.67427639498,-73.906745104313 40.6741633889894)),((-73.9068950110917 40.6742546461666,-73.9068064050732 40.6741366330154,-73.9068685070009 40.6741095264562,-73.9069856013622 40.6742654833017,-73.9069130182647 40.6742786306583,-73.9068950110917 40.6742546461666)),((-73.906987679743 40.6740575082286,-73.9070553450462 40.6740279737735,-73.9072039739547 40.6742259279949,-73.9071248888514 40.6742402535181,-73.906987679743 40.6740575082286)),((-73.9066873716994 40.6741885899329,-73.906745104313 40.6741633889894,-73.9068299525247 40.67427639498,-73.9067686769694 40.6742968806973,-73.9066873716994 40.6741885899329)),((-73.9069269010418 40.6740840368912,-73.906987679743 40.6740575082286,-73.9071248888514 40.6742402535181,-73.9070538508842 40.67425312125,-73.9069269010418 40.6740840368912)))",3014500039;3014500037;3014500038;3014500041;3014500036;3014500040,2017111400019002,all,2017000425087,2017-11-03 00:00:00+00,2017-11-17 00:00:00+00,2017-11-17 00:00:00+00,0,0,0
"MULTIPOLYGON(((-74.001726645327 40.7197620915701,-74.0017748197462 40.7197050885702,-74.0018867198554 40.7195726794371,-74.0020477437487 40.7196873827192,-74.0021008847048 40.7197253148347,-74.0020166284221 40.719825609714,-74.0020918738003 40.7198631200052,-74.0020435977494 40.7199200727098,-74.001726645327 40.7197620915701)))",1002310001;1002310012;1002310011,2017111401253001,partial,2017000421277,2017-10-30 00:00:00+00,2017-11-15 00:00:00+00,2017-11-15 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9713803108221 40.7935195126637,-73.9714572802909 40.7934123614272,-73.9715254525043 40.7933174466622,-73.9715568241521 40.7932737711452,-73.9717362521608 40.7933489449126,-73.9718338200646 40.7933898217871,-73.9717989330249 40.7934446564169,-73.9719100703055 40.7934912187012,-73.9718646855579 40.7935537203507,-73.9718172247866 40.7936190859651,-73.9717707515051 40.793683092046,-73.9715754266726 40.7936012597212,-73.9713803108221 40.7935195126637)))",1012420138;1012420037,2017111500174002,partial,2017000423397,2017-11-10 00:00:00+00,2017-11-16 00:00:00+00,2017-11-16 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9398087800778 40.7065978166536,-73.9405603510178 40.7065262653359,-73.9405996587927 40.706754876874,-73.9398480853173 40.7068264284463,-73.9398087800778 40.7065978166536)),((-73.9398087800778 40.7065978166536,-73.9397533388446 40.7062753468822,-73.941171690369 40.7061360797647,-73.9412627381213 40.7066917454837,-73.9405996587927 40.706754876874,-73.9405603510178 40.7065262653359,-73.9398087800778 40.7065978166536)))",3030720040;3030720001,2017111501247001,all,2017000434991,2017-11-15 00:00:00+00,2017-11-28 00:00:00+00,2017-11-28 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9301410613528 40.7031063543693,-73.9303648399486 40.7028804461425,-73.9304393166098 40.702922990841,-73.9305075777996 40.7029619864229,-73.9302837994138 40.7031878949248,-73.9302155381226 40.7031489001119,-73.9301410613528 40.7031063543693)))",3031540033;3031540034,2017111701159002,partial,2017000432929,2017-11-17 00:00:00+00,2017-11-27 00:00:00+00,2017-11-27 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9811887371352 40.6778986821278,-73.9811298649509 40.677875838139,-73.9810652058873 40.6778507481849,-73.9810303554582 40.6778372437306,-73.9811978545758 40.6775874144395,-73.9812797984598 40.6776192123653,-73.9811994583151 40.677739041552,-73.9812653449568 40.6777646071026,-73.9812320096772 40.6778143262853,-73.981292031421 40.6778376179647,-73.9812382045541 40.677917901783,-73.9811887371352 40.6778986821278)),((-73.9812797984598 40.6776192123653,-73.9813456838306 40.6776447796711,-73.9812653449568 40.6777646071026,-73.9811994583151 40.677739041552,-73.9812797984598 40.6776192123653)))",3009490068;3009490069,2017112001172002,all,2017000436506,2017-11-10 00:00:00+00,2017-11-29 00:00:00+00,2017-11-29 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8229464040624 40.7279362097985,-73.8230108474663 40.727917203639,-73.8230680420114 40.7279003340228,-73.8231311656515 40.7278817183907,-73.8231920194898 40.727863770119,-73.823250483875 40.7278465268492,-73.8233148062717 40.7278275563542,-73.8233750795359 40.7278097799929,-73.8234346254009 40.7277922177068,-73.8235051871839 40.7277714052231,-73.823633380879 40.728025442072,-73.8235819129335 40.7280406214792,-73.8235628188719 40.7280462528325,-73.8235226559377 40.7280580987354,-73.8235032728136 40.7280638151843,-73.8234566203808 40.7280775755079,-73.8234429993515 40.7280815925126,-73.8233924150615 40.7280965120419,-73.8233786767461 40.7281005630785,-73.8233258285719 40.7281161499864,-73.8233202121712 40.7281178064128,-73.8232713941335 40.728132204502,-73.8232593581379 40.728135753851,-73.8232121772522 40.7281496699534,-73.8231962342857 40.7281543722544,-73.8231526665492 40.7281672213721,-73.8231390383761 40.7281712401308,-73.8230859318368 40.7281869030752,-73.8230745947607 40.728190247262,-73.8229464040624 40.7279362097985)),((-73.8229464040624 40.7279362097985,-73.8230745947607 40.728190247262,-73.8230199303787 40.7282063697442,-73.8229569426301 40.728224946802,-73.8228999468029 40.7282417563342,-73.8228903689143 40.7282445809123,-73.8228389823714 40.7282597357989,-73.8228267390117 40.7282633478195,-73.822765176292 40.7282815037252,-73.8226369854115 40.7280274668192,-73.8226985467478 40.7280093109796,-73.8227621776253 40.7279905450449,-73.8228287511274 40.7279709101075,-73.8228917386716 40.7279523331191,-73.8229464040624 40.7279362097985)))",4066180045;4066180038,2017112100625001,all,2017000435006,2017-10-23 00:00:00+00,2017-11-28 00:00:00+00,2017-11-28 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8891229084295 40.6632412834103,-73.8891730686656 40.6632196121809,-73.8893065900315 40.663399024644,-73.8892570456254 40.6634215268006,-73.8891229084295 40.6632412834103)),((-73.8890280741824 40.663282254632,-73.8890744534637 40.6632622178384,-73.8892091876203 40.6634432624192,-73.88916337934 40.6634640679579,-73.8890280741824 40.663282254632)))",3043030008;3043030009,2017112200473002,all,2017000431315,2017-11-20 00:00:00+00,2017-11-24 00:00:00+00,2017-11-24 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9060821864204 40.6128406508031,-73.9061290233592 40.612564904308,-73.9062762118053 40.6125809564454,-73.9063316152902 40.6127823744563,-73.9063540307231 40.6128638656139,-73.9060821864204 40.6128406508031)),((-73.9056669549375 40.6132704683484,-73.9061430612367 40.6129147747332,-73.9062822320292 40.612927165998,-73.9063673590743 40.6131703401867,-73.9059001498517 40.6134843910822,-73.9058934634284 40.6134780081144,-73.9058861867857 40.6134720226935,-73.9058621212796 40.6134480878356,-73.9058419717489 40.6134292783471,-73.9058318957577 40.6134215832407,-73.9058184567048 40.6134138844774,-73.9057736562648 40.6133907863042,-73.9057579768076 40.6133813765074,-73.9057423057453 40.6133676982428,-73.905731112007 40.6133565829305,-73.905691961015 40.613301032759,-73.9056669549375 40.6132704683484)),((-73.9067857543513 40.614010130227,-73.9068715818256 40.6139788553422,-73.9068767404332 40.6139869543094,-73.9071949798678 40.6138678925841,-73.9072426660449 40.6139408652133,-73.9068349603623 40.6140878103824,-73.9067857543513 40.614010130227)))",3086160089;3086160135;3086160115,2017112700893002,all,2017000438638,2017-11-27 00:00:00+00,2017-11-30 00:00:00+00,2017-11-30 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9803616424739 40.7730021037857,-73.9805419135201 40.7727552362682,-73.9803106017826 40.7726575203156,-73.9802317139817 40.7726241954016,-73.9801528227071 40.7725908677312,-73.9800677787805 40.7725549418918,-73.9800031757298 40.77252765086,-73.9801866462786 40.7722763971851,-73.9808003384893 40.7725356442375,-73.9806168671724 40.7727868997799,-73.9806220866668 40.7727891041886,-73.9804418146416 40.7730359718302,-73.9803616424739 40.7730021037857)),((-73.9800514421403 40.7728710624387,-73.9802317139817 40.7726241954016,-73.9803106017826 40.7726575203156,-73.9801303289586 40.7729043883752,-73.9800514421403 40.7728710624387)),((-73.9804418146416 40.7730359718302,-73.9806220866668 40.7727891041886,-73.980913817506 40.7729123425874,-73.9810121888798 40.7729538972402,-73.9811691571958 40.7730202054199,-73.9809888877572 40.7732670748094,-73.9804418146416 40.7730359718302)),((-73.9801303289586 40.7729043883752,-73.9803106017826 40.7726575203156,-73.9805419135201 40.7727552362682,-73.9803616424739 40.7730021037857,-73.9801303289586 40.7729043883752)),((-73.9799725506631 40.7728377355466,-73.9801528227071 40.7725908677312,-73.9802317139817 40.7726241954016,-73.9800514421403 40.7728710624387,-73.9799725506631 40.7728377355466)),((-73.9798875053343 40.7728018086748,-73.9800677787805 40.7725549418918,-73.9801528227071 40.7725908677312,-73.9799725506631 40.7728377355466,-73.9798875053343 40.7728018086748)))",1011180014;1011180047;1011180052;1011180048;1011180046;1011180045,2017112701214003,all,2017000441503,2017-11-15 00:00:00+00,2017-12-01 00:00:00+00,2017-12-01 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8366689412142 40.7556552339256,-73.8364476950158 40.7556130842685,-73.8363460292692 40.7556739861357,-73.8363122438242 40.7556942247497,-73.8361858622483 40.755571161036,-73.8361965020382 40.755565023003,-73.8362241895862 40.755551687143,-73.8372258562116 40.7550717652829,-73.8377515576882 40.7548589454206,-73.8379046283435 40.7550805856502,-73.8379351258871 40.7550670687289,-73.8381673451738 40.7557058275123,-73.8382590817813 40.7559581594763,-73.8366689412142 40.7556552339256)))",4050660150;4050660110,2017112701269002,partial,2017000440638,2017-11-22 00:00:00+00,2017-11-30 00:00:00+00,2017-11-30 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9812797984598 40.6776192123653,-73.9813456838306 40.6776447796711,-73.9812653449568 40.6777646071026,-73.9811994583151 40.677739041552,-73.9812797984598 40.6776192123653)),((-73.9811887371352 40.6778986821278,-73.9811298649509 40.677875838139,-73.9810652058873 40.6778507481849,-73.9810303554582 40.6778372437306,-73.9811978545758 40.6775874144395,-73.9812797984598 40.6776192123653,-73.9811994583151 40.677739041552,-73.9812653449568 40.6777646071026,-73.9812320096772 40.6778143262853,-73.981292031421 40.6778376179647,-73.9812382045541 40.677917901783,-73.9811887371352 40.6778986821278)))",3009490069;3009490068,2017120400984001,all,2017000447564,2017-11-29 00:00:00+00,2017-12-06 00:00:00+00,2017-12-06 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9596960274751 40.7300534516609,-73.959710332756 40.7300520635802,-73.9597850992655 40.7300448100046,-73.9598528918794 40.7300382311316,-73.9599265704284 40.7300310824443,-73.9599958723824 40.7300243590305,-73.960069600622 40.7300172039653,-73.9600273385088 40.7297545316541,-73.9601839393269 40.7297393366967,-73.9602693846147 40.7297310455104,-73.960353829671 40.7302558901217,-73.9597381870514 40.73031549099,-73.9596960274751 40.7300534516609)))",3025560045;3025560046,2017120500809001,partial,2017000450341,2017-11-06 00:00:00+00,2017-12-08 00:00:00+00,2017-12-08 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9496119105778 40.6750233492958,-73.9496164853583 40.6749734987867,-73.9498934356494 40.6749886466279,-73.9498888598929 40.6750384962468,-73.9496119105778 40.6750233492958)),((-73.9495893422457 40.6750763194106,-73.9495942915241 40.6750223852311,-73.9496119105778 40.6750233492958,-73.9498888598929 40.6750384962468,-73.9498838989162 40.6750925736155,-73.9495893422457 40.6750763194106)))",3012270011;3012270012,2017120700071001,all,2017000451729,2017-08-12 00:00:00+00,2017-12-11 00:00:00+00,2017-12-11 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9547311487244 40.6868097028469,-73.9550439013928 40.6867740444434,-73.9551173252729 40.6867656731127,-73.9551297032629 40.6868318116663,-73.9550677291045 40.6868388781293,-73.9550705557407 40.6868539538323,-73.9550857686582 40.6869351185677,-73.9547615701672 40.6869720819324,-73.9547463635509 40.6868909171568,-73.9547311487244 40.6868097028469)))",3019710028;3019710029,2017120700893001,partial,2017000453843,2017-09-20 00:00:00+00,2017-12-12 00:00:00+00,2017-12-12 00:00:00+00,0,0,0
